source_record,source_table,source_table_doi,source_location,description,observable_kind,eta_range,multiplicity_selection,pt_selection,extrapolated,row_index,pt_low_gev,pt_high_gev,pt_center_gev,yield_value,stat_error,sys_error_minus,sys_error_plus,sys_error,total_error,fit_ready,manuscript_bin,mapping_status
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,25,3.3,3.5,3.397,0.001551,2.314e-06,2.378e-05,2.395e-05,2.395e-05,2.406152729982035e-05,False,,unmatched_to_manuscript_bin
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,26,3.5,4.0,3.726,0.0009311,1.074e-06,1.408e-05,1.418e-05,1.418e-05,1.4220614473362254e-05,False,,unmatched_to_manuscript_bin
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,27,4.0,4.5,4.228,0.0004593,6.565e-07,7.163e-06,7.207e-06,7.207e-06,7.236839175358259e-06,False,,unmatched_to_manuscript_bin
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,28,4.5,5.0,4.731,0.0002434,4.137e-07,3.866e-06,3.89e-06,3.89e-06,3.911936565180985e-06,False,,unmatched_to_manuscript_bin
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,29,5.0,6.0,5.43,0.0001078,1.76e-07,1.695e-06,1.705e-06,1.705e-06,1.7140598005903994e-06,False,,unmatched_to_manuscript_bin
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,30,6.0,7.0,6.442,4e-05,8.184e-08,6.379e-07,6.42e-07,6.42e-07,6.471953226036171e-07,False,,unmatched_to_manuscript_bin
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,31,7.0,8.0,7.445,1.709e-05,4.439e-08,2.776e-07,2.794e-07,2.794e-07,2.829042808088983e-07,False,,unmatched_to_manuscript_bin
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,32,8.0,9.0,8.45,8.225e-06,2.609e-08,1.346e-07,1.355e-07,1.355e-07,1.3798890571346668e-07,False,,unmatched_to_manuscript_bin
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,33,9.0,10.0,9.464,4.099e-06,1.573e-08,6.668e-08,6.714e-08,6.714e-08,6.895804884130641e-08,False,,unmatched_to_manuscript_bin
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,34,10.0,15.0,11.71,1.076e-06,4.13e-09,2.5e-08,2.508e-08,2.508e-08,2.5417775276369094e-08,False,,unmatched_to_manuscript_bin
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,35,15.0,20.0,16.95,1.297e-07,9.43e-10,3.361e-09,3.37e-09,3.37e-09,3.499449813899322e-09,False,,unmatched_to_manuscript_bin
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,36,20.0,30.0,23.57,1.779e-08,2.406e-10,5.747e-10,5.757e-10,5.757e-10,6.239542050503386e-10,False,,unmatched_to_manuscript_bin
ins1419652,Table 4,10.17182/hepdata.72491.v1/t4,Data from F 3B,Charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,False,37,30.0,50.0,36.31,1.09e-09,3.786e-11,6.23e-11,6.243e-11,6.243e-11,7.301290639332199e-11,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,1,0.5,0.6,0.5474,1.697,0.0003291,0.02029,0.02061,0.02061,0.02061262736309954,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,2,0.6,0.7,0.648,1.114,0.0002368,0.01328,0.01347,0.01347,0.013472081288353333,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,3,0.7,0.8,0.7481,0.7538,0.0001795,0.009177,0.0093,0.0093,0.00930173211020399,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,4,0.8,0.9,0.8482,0.5233,0.0001386,0.006752,0.006834,0.006834,0.00683540532521664,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,5,0.9,1.0,0.9482,0.3724,0.0001107,0.005125,0.005178,0.005178,0.005179183187530636,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,6,1.0,1.1,1.049,0.2693,0.0001043,0.004777,0.004805,0.004805,0.0048061318635676245,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,7,1.1,1.2,1.149,0.1984,8.296e-05,0.003735,0.003755,0.003755,0.0037559163145096833,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,8,1.2,1.3,1.249,0.1483,6.336e-05,0.003036,0.00305,0.00305,0.003050658042062401,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,9,1.3,1.4,1.349,0.1125,5.096e-05,0.002547,0.002556,0.002556,0.0025565079545348574,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,10,1.4,1.5,1.449,0.0861,4.689e-05,0.002167,0.002173,0.002173,0.002173505848186289,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,11,1.5,1.6,1.549,0.06672,3.86e-05,0.001836,0.00184,0.00184,0.0018404048358988845,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,12,1.6,1.7,1.649,0.05204,3.15e-05,0.001545,0.001548,0.001548,0.001548320461015742,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,13,1.7,1.8,1.749,0.04099,2.684e-05,0.001313,0.001315,0.001315,0.0013152738823530253,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,14,1.8,1.9,1.849,0.03255,2.156e-05,0.001112,0.001114,0.001114,0.0011142086131420812,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,15,1.9,2.0,1.949,0.02595,2.045e-05,0.000942,0.0009432,0.0009432,0.0009434216673895084,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,16,2.0,2.1,2.049,0.02082,1.615e-05,0.0008025,0.0008034,0.0008034,0.000803562307789508,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,17,2.1,2.2,2.149,0.01688,1.462e-05,0.0006875,0.0006881,0.0006881,0.0006882552974006084,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,18,2.2,2.3,2.249,0.01369,1.356e-05,0.0005844,0.0005849,0.0005849,0.0005850571626772891,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,19,2.3,2.4,2.349,0.0112,1.15e-05,0.0005035,0.0005038,0.0005038,0.0005039312353883216,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,20,2.4,2.5,2.449,0.009192,9.659e-06,0.0004297,0.00043,0.00043,0.0004301084703664879,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,21,2.5,2.7,2.596,0.006924,6.715e-06,0.0003408,0.000341,0.000341,0.0003410661097573314,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,22,2.7,2.9,2.796,0.004809,4.945e-06,0.0002512,0.0002513,0.0002513,0.0002513486483452815,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,23,2.9,3.1,2.996,0.003373,4.643e-06,0.0001828,0.0001829,0.0001829,0.00018295892284608586,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,24,3.1,3.3,3.197,0.002422,3.421e-06,0.0001357,0.0001357,0.0001357,0.00013574311489353706,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,25,3.3,3.5,3.397,0.001747,2.627e-06,9.933e-05,9.938e-05,9.938e-05,9.941471485147459e-05,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,26,3.5,4.0,3.726,0.001051,1.223e-06,6.118e-05,6.121e-05,6.121e-05,6.122221679259908e-05,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,27,4.0,4.5,4.228,0.000518,7.475e-07,2.953e-05,2.954e-05,2.954e-05,2.954945610751575e-05,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,28,4.5,5.0,4.731,0.0002735,4.7e-07,1.484e-05,1.485e-05,1.485e-05,1.4857435848759368e-05,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,29,5.0,6.0,5.43,0.0001202,1.985e-07,5.829e-06,5.833e-06,5.833e-06,5.83637655142298e-06,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,30,6.0,7.0,6.442,4.408e-05,9.151e-08,1.746e-06,1.748e-06,1.748e-06,1.750393692887403e-06,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,31,7.0,8.0,7.445,1.86e-05,4.911e-08,5.659e-07,5.669e-07,5.669e-07,5.690231999663986e-07,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,32,8.0,9.0,8.45,8.86e-06,2.861e-08,2.036e-07,2.043e-07,2.043e-07,2.062935338298319e-07,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,33,9.0,10.0,9.464,4.373e-06,1.709e-08,7.836e-08,7.879e-08,7.879e-08,8.062215700413875e-08,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,34,10.0,15.0,11.71,1.137e-06,4.41e-09,2.917e-08,2.925e-08,2.925e-08,2.9580578087657448e-08,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,35,15.0,20.0,16.95,1.357e-07,9.998e-10,3.813e-09,3.821e-09,3.821e-09,3.94963808974949e-09,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,36,20.0,30.0,23.57,1.857e-08,2.536e-10,6.32e-10,6.33e-10,6.33e-10,6.819105219895056e-10,False,,unmatched_to_manuscript_bin
ins1419652,Table 8,10.17182/hepdata.72491.v1/t8,Data from Auxiliary Material,Extrapolated charged-particle multiplicities in proton-proton collisions at a centre-of-mass energy of 13000 GeV as a function of transverse momentum for events with the number of charged particles &gt;=1 having transverse momentum &gt;500 MeV and absolute(pseudorapidity) &lt;2.5.,pt_spectrum,-2.5-2.5,>= 1,> 500 MEV,True,37,30.0,50.0,36.31,1.142e-09,3.999e-11,6.623e-11,6.637e-11,6.637e-11,7.748662465225854e-11,False,,unmatched_to_manuscript_bin
